yearID,G,W,L,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP
1888.0,136.5,66.9375,66.9375,664.25,4714.9375,1125.0,153.1875,65.875,32.5625,295.4375,514.5,328.75,nan,nan,nan,664.25,393.875,2.954375,131.375,9.625,0.5625,3610.5,1125.0,32.5625,295.375,514.625,467.9375,nan,0.914375
1889.0,136.25,66.5,66.5,811.625,4779.875,1256.625,188.4375,67.6875,41.6875,457.25,479.3125,301.0,nan,nan,nan,811.625,519.1875,3.93875,120.5625,5.6875,2.25,3565.6875,1257.1875,41.6875,457.25,480.3125,465.5,nan,0.914375
1890.0,128.64,63.24,63.24,773.2,4520.6,1176.4,167.8,75.6,30.4,468.04,432.0,274.16,nan,nan,nan,773.2,484.72,3.9068000000000005,114.96,5.4,1.84,3372.72,1175.28,30.4,467.96,437.04,426.24,nan,0.9164000000000001
1891.0,130.7058823529412,64.11764705882354,64.11764705882354,745.1176470588235,4576.0,1161.5882352941176,155.1764705882353,74.6470588235294,34.529411764705884,473.5882352941176,451.11764705882354,245.41176470588235,nan,nan,nan,745.1176470588235,449.52941176470586,3.486470588235294,111.88235294117646,5.823529411764706,2.588235294117647,3437.470588235294,1161.5882352941176,34.529411764705884,473.0,451.11764705882354,415.52941176470586,nan,0.9211764705882352
1892.0,153.5,75.25,75.25,782.3333333333334,5323.0,1302.5,167.25,84.16666666666667,34.75,514.8333333333334,496.25,266.75,nan,nan,nan,782.3333333333334,489.75,3.2875,135.25,7.5,2.0,4025.75,1302.5833333333333,34.75,514.8333333333334,496.25,464.5833333333333,nan,0.9225
1893.0,130.83333333333334,64.41666666666667,64.41666666666667,859.5833333333334,4741.5,1326.25,183.08333333333334,87.25,38.333333333333336,511.8333333333333,278.25,229.33333333333334,nan,nan,nan,859.5833333333334,598.0833333333334,4.673333333333333,107.83333333333333,3.5833333333333335,2.6666666666666665,3465.5,1326.25,38.333333333333336,511.8333333333333,278.25,381.0,nan,0.9274999999999999
1894.0,132.16666666666666,65.25,65.25,973.1666666666666,4761.916666666667,1471.8333333333333,227.83333333333334,107.25,52.25,483.9166666666667,275.3333333333333,259.4166666666667,nan,nan,nan,973.1666666666666,675.75,5.322500000000001,107.5,2.5833333333333335,2.9166666666666665,3432.0,1471.8333333333333,52.25,483.9166666666667,275.3333333333333,400.1666666666667,nan,0.9216666666666667
1895.0,132.66666666666666,65.25,65.25,873.5,4714.666666666667,1396.9166666666667,200.58333333333334,82.83333333333333,40.333333333333336,425.0833333333333,300.1666666666667,240.66666666666666,nan,nan,nan,873.5,608.0833333333334,4.780833333333333,106.83333333333333,3.8333333333333335,3.75,3437.0,1396.9166666666667,40.333333333333336,425.1666666666667,300.1666666666667,383.5833333333333,nan,0.9266666666666666
1896.0,132.0,64.83333333333333,64.83333333333333,796.25,4630.916666666667,1344.6666666666667,180.5,83.75,33.666666666666664,404.5,293.5,254.75,nan,nan,nan,796.25,554.75,4.361666666666667,108.83333333333333,4.75,2.3333333333333335,3439.25,1344.6666666666667,33.666666666666664,404.5,293.5,339.4166666666667,nan,0.9341666666666666
1897.0,134.83333333333334,65.66666666666667,65.66666666666667,793.3333333333334,4711.5,1374.9166666666667,193.25,80.33333333333333,30.583333333333332,393.0,310.5833333333333,224.66666666666666,nan,nan,nan,793.3333333333334,556.5,4.3125,113.25,4.25,2.1666666666666665,3491.25,1374.9166666666667,30.583333333333332,393.0,310.5833333333333,334.5833333333333,nan,0.9358333333333332
1898.0,153.5,74.75,74.75,760.75,5221.75,1412.9166666666667,174.0,75.0,24.916666666666668,424.3333333333333,353.9166666666667,172.41666666666666,nan,nan,nan,760.75,531.9166666666666,3.606666666666667,134.08333333333334,7.25,1.4166666666666667,3987.75,1412.9166666666667,24.916666666666668,424.3333333333333,353.9166666666667,364.1666666666667,nan,0.9366666666666665
1899.0,153.5,75.25,75.25,803.9166666666666,5226.166666666667,1475.5833333333333,182.75,84.0,29.166666666666668,414.3333333333333,321.3333333333333,222.16666666666666,nan,nan,nan,803.9166666666666,564.8333333333334,3.8633333333333333,132.41666666666666,7.583333333333333,2.6666666666666665,3960.75,1475.5833333333333,29.166666666666668,414.3333333333333,321.3333333333333,369.0833333333333,nan,0.9358333333333332
1900.0,142.25,69.25,69.25,741.5,4891.5,1365.625,179.0,75.875,31.75,379.25,337.125,210.75,nan,nan,nan,741.5,508.375,3.695,116.875,8.5,1.5,3716.625,1365.625,31.75,379.25,337.125,344.375,104.25,0.9374999999999998
1901.0,138.75,68.4375,68.4375,691.75,4819.0625,1309.8125,183.1875,77.375,28.4375,341.5625,436.0625,178.1875,nan,nan,nan,691.75,473.0625,3.49125,119.5625,7.75,2.25,3663.1875,1309.8125,28.4375,341.5625,436.0625,331.6875,95.625,0.9399999999999996
1902.0,139.375,68.3125,68.3125,617.6875,4759.4375,1269.8125,176.9375,61.4375,22.25,339.6875,414.9375,167.3125,nan,nan,nan,617.6875,433.375,3.17875,121.9375,10.0,2.125,3691.3125,1269.8125,22.25,339.6875,414.9375,292.8125,99.125,0.9443749999999997
1903.0,139.25,68.6875,68.6875,618.25,4714.9375,1236.0,189.625,72.5625,20.9375,335.5625,524.875,170.9375,nan,nan,nan,618.25,424.375,3.114375,119.3125,10.5,3.125,3682.125,1235.625,20.9375,340.3125,497.875,287.6875,88.0,0.9456249999999997
1904.0,156.125,76.25,76.25,581.6875,5155.5625,1272.6875,178.1875,72.125,20.6875,348.75,628.25,173.75,nan,nan,nan,581.6875,406.375,2.665,136.625,15.6875,2.625,4123.6875,1272.375,20.6875,358.875,581.4375,291.1875,87.375,0.9493749999999999
1905.0,154.625,76.125,76.125,602.5,5115.0625,1268.625,178.625,70.0,21.125,386.8125,nan,183.25,nan,nan,nan,602.5,430.5,2.8262499999999995,123.5,14.0625,2.75,4120.3125,1263.6875,21.125,392.0,598.0625,281.0625,89.875,0.9518749999999998
1906.0,153.5,75.5,75.5,555.1875,5003.875,1234.0,164.5,62.75,16.4375,385.5625,nan,187.125,nan,nan,nan,555.1875,400.3125,2.66125,119.375,17.75,5.3125,4068.75,1231.3125,16.4375,391.125,568.625,263.375,88.375,0.9524999999999997
1907.0,154.125,75.1875,75.1875,543.625,5018.875,1231.125,154.5625,59.9375,15.3125,381.3125,nan,173.4375,nan,nan,nan,543.625,379.3125,2.505625,114.25,18.125,5.625,4090.6875,1228.5625,15.3125,394.5,543.5,265.0625,96.3125,0.9524999999999997
1908.0,155.5,76.75,76.75,526.4375,5042.4375,1204.9375,157.6875,62.5625,16.6875,366.25,nan,170.8125,nan,nan,nan,526.4375,366.6875,2.3687500000000004,104.8125,18.5,6.75,4183.125,1202.875,16.6875,382.4375,569.375,263.8125,79.6875,0.9543749999999999
1909.0,155.125,76.125,76.125,550.3125,5038.8125,1228.375,166.125,62.625,16.25,406.5625,nan,190.75,nan,nan,nan,550.3125,390.125,2.5349999999999997,101.375,17.4375,7.125,4162.125,1227.625,16.25,416.4375,584.6875,278.8125,98.375,0.9524999999999999
1910.0,156.125,76.4375,76.4375,598.75,5096.25,1270.75,175.9375,72.4375,22.5625,463.6875,551.875,204.0625,nan,nan,nan,598.75,429.9375,2.771875,96.9375,15.125,7.8125,4194.5625,1270.5,22.5625,467.9375,611.8125,275.9375,108.125,0.9531249999999999
1911.0,154.625,76.125,76.125,697.75,5141.3125,1369.625,204.0625,82.6875,32.125,489.875,599.75,212.625,nan,nan,nan,697.75,515.0,3.3668750000000003,89.9375,10.75,8.5625,4132.125,1368.375,32.125,494.8125,617.8125,282.8125,103.125,0.9518749999999999
1912.0,154.0,76.1875,76.1875,697.125,5127.5,1377.5,209.5625,84.625,27.6875,480.1875,578.375,211.5625,nan,nan,nan,697.125,511.6875,3.37,89.4375,10.375,8.3125,4101.5625,1374.4375,27.6875,478.875,611.625,277.8125,107.9375,0.9518749999999998
1913.0,154.25,75.8125,75.8125,622.75,5075.75,1313.8125,191.875,79.125,29.3125,454.5625,579.6875,203.125,nan,nan,nan,622.75,469.1875,3.0656249999999994,82.4375,12.75,10.3125,4136.8125,1314.0625,29.3125,457.625,591.1875,251.875,106.8125,0.9568750000000001
1914.0,156.66666666666666,76.54166666666667,76.54166666666667,605.5,5107.791666666667,1297.0416666666667,192.70833333333334,72.45833333333333,29.625,464.2916666666667,621.875,190.54166666666666,171.25,nan,nan,605.5,450.9166666666667,2.910833333333334,86.125,14.875,10.333333333333334,4187.625,1296.1666666666667,29.625,464.375,623.0416666666666,265.5833333333333,107.875,0.9554166666666667
1915.0,155.33333333333334,76.375,76.375,592.2083333333334,5071.0,1269.1666666666667,188.83333333333334,73.70833333333333,26.458333333333332,463.3333333333333,591.0,171.08333333333334,127.875,nan,nan,592.2083333333334,447.7083333333333,2.90625,85.70833333333333,14.958333333333334,9.916666666666666,4164.75,1269.125,26.458333333333332,463.4583333333333,588.125,243.5,109.41666666666667,0.9570833333333337
1916.0,155.875,76.6875,76.6875,555.5625,5120.4375,1267.8125,187.1875,71.3125,23.9375,442.3125,596.0,172.0625,nan,nan,nan,555.5625,424.8125,2.7231249999999996,82.125,15.25,11.375,4219.6875,1269.4375,23.9375,443.0,595.3125,235.4375,116.125,0.9581250000000001
1917.0,155.875,76.5625,76.5625,559.25,5128.4375,1274.4375,181.8125,71.125,20.9375,431.875,542.5,150.8125,nan,nan,nan,559.25,419.125,2.685,86.375,16.1875,10.1875,4218.1875,1271.9375,20.9375,430.5,540.0625,233.875,121.0,0.9593750000000003
1918.0,127.0,62.875,62.875,461.5625,4207.1875,1067.8125,145.1875,55.3125,14.6875,359.25,370.3125,124.3125,nan,nan,nan,461.5625,353.375,2.7693749999999997,80.0,12.75,7.0625,3447.9375,1066.5,14.6875,358.0,367.1875,191.375,98.375,0.9612500000000002
1919.0,139.75,69.5625,69.5625,541.0625,4666.9375,1226.5,182.625,65.5,27.9375,373.875,428.0625,129.8125,nan,nan,nan,541.0625,428.125,3.06875,81.375,12.0,6.25,3770.625,1225.0625,27.9375,373.8125,429.4375,199.0,99.625,0.9606250000000003
1920.0,154.25,76.75,76.75,672.625,5261.4375,1454.875,225.6875,79.0,39.375,426.5625,455.3125,107.5625,98.0625,nan,nan,672.625,534.4375,3.461875,87.1875,11.75,8.9375,4173.1875,1454.875,39.375,426.5,454.3125,217.9375,123.0,0.961875
1921.0,153.625,76.625,76.625,745.9375,5325.3125,1549.4375,248.6875,85.25,58.5625,429.4375,435.1875,93.0,82.25,nan,nan,745.9375,615.5625,4.03125,79.5625,7.9375,11.0625,4124.625,1547.0,58.5625,426.5625,435.125,212.9375,135.75,0.9612499999999999
1922.0,154.75,76.9375,76.9375,753.6875,5333.1875,1538.75,246.4375,77.9375,65.9375,453.25,434.5625,89.75,71.8125,nan,nan,753.6875,623.5625,4.0668750000000005,77.5,9.1875,9.75,4142.0625,1536.125,65.9375,451.125,433.4375,200.5625,138.25,0.9631250000000002
1923.0,154.125,76.625,76.625,742.125,5330.25,1514.0,245.125,71.3125,61.25,474.125,438.6875,97.8125,78.9375,nan,nan,742.125,611.5625,3.9887499999999996,76.5,8.0,10.4375,4140.375,1512.125,61.25,474.6875,437.9375,207.9375,143.0,0.9625000000000004
1924.0,153.875,76.5,76.5,732.625,5295.3125,1516.375,254.875,73.3125,56.0,459.5,416.0625,93.9375,77.5,nan,nan,732.625,616.5625,4.05,74.875,8.5625,10.9375,4112.8125,1513.1875,56.0,459.5,414.0,190.0,145.6875,0.9656250000000003
1925.0,153.5,76.5,76.5,787.25,5340.875,1557.0625,271.125,73.1875,73.0625,484.3125,417.5625,86.4375,68.6875,nan,nan,787.25,656.25,4.3325,75.5625,6.75,10.9375,4092.1875,1557.375,73.0625,485.5,418.0625,205.0625,151.8125,0.9612500000000003
1926.0,154.25,76.375,76.375,715.1875,5235.6875,1469.0625,258.9375,72.3125,53.9375,481.5625,425.6875,79.5,63.625,nan,nan,715.1875,596.5,3.92375,72.1875,8.375,12.125,4107.75,1469.75,53.9375,479.75,425.9375,194.625,143.5625,0.9643750000000002
1927.0,154.5,76.75,76.75,734.0625,5278.8125,1497.4375,259.3125,71.875,57.625,464.4375,427.0,89.8125,63.875,nan,nan,734.0625,615.125,4.0287500000000005,74.875,8.0,12.3125,4126.3125,1499.4375,57.625,465.0625,430.9375,200.6875,145.0625,0.9625000000000001
1928.0,153.875,76.6875,76.6875,727.8125,5278.3125,1483.25,263.8125,71.125,68.3125,479.75,445.5625,79.0625,59.5,nan,nan,727.8125,613.0625,4.018125,73.25,8.25,13.625,4125.375,1481.6875,68.3125,478.875,443.375,185.8125,149.625,0.9662500000000002
1929.0,153.625,76.3125,76.3125,796.6875,5325.6875,1540.25,280.125,73.0,84.3125,500.9375,440.1875,82.875,61.375,nan,nan,796.6875,679.0,4.476875,73.0625,7.625,13.4375,4096.5,1540.1875,84.3125,500.625,439.875,183.5,148.3125,0.9650000000000001
1930.0,154.25,77.0,77.0,855.9375,5410.9375,1599.875,297.5625,80.0625,97.8125,479.125,496.0,67.4375,52.875,nan,nan,855.9375,729.625,4.808125,68.375,5.8125,13.4375,4098.1875,1600.25,97.8125,477.8125,495.625,189.1875,156.375,0.9650000000000001
1931.0,154.5,76.6875,76.6875,743.25,5413.1875,1502.3125,281.9375,66.875,66.8125,479.375,494.3125,67.875,56.5,nan,nan,743.25,629.4375,4.123124999999999,74.25,8.375,12.25,4122.1875,1502.4375,66.8125,479.0625,494.25,185.5625,148.1875,0.9656250000000002
1932.0,154.125,76.75,76.75,757.25,5449.5625,1506.75,286.25,67.0,84.875,471.625,492.875,61.8125,50.625,nan,nan,757.25,641.8125,4.181875,70.3125,7.5625,12.0625,4147.875,1506.625,84.875,471.25,491.125,182.5625,146.3125,0.9643750000000002
1933.0,153.25,76.0,76.0,686.75,5327.0625,1435.5625,246.5,60.4375,66.6875,459.3125,464.5,53.75,47.0,nan,nan,686.75,578.5625,3.8125,69.5625,10.5625,13.875,4105.125,1435.375,66.6875,459.3125,464.8125,169.75,141.125,0.9687500000000001
1934.0,152.875,75.9375,75.9375,750.0,5369.625,1497.75,269.5625,55.125,84.0,491.375,526.8125,56.8125,39.375,nan,nan,750.0,645.4375,4.285625,66.3125,8.875,14.3125,4069.875,1498.0,84.0,490.625,526.8125,173.75,143.5625,0.9668750000000002
1935.0,153.5,76.1875,76.1875,751.625,5402.3125,1504.625,266.5625,61.6875,82.8125,489.25,500.5,55.1875,41.125,nan,nan,751.625,643.5,4.23875,68.3125,9.4375,13.0,4101.5625,1503.75,82.8125,489.375,501.0,178.875,138.0,0.9656250000000003
1936.0,154.75,76.75,76.75,802.875,5477.375,1553.9375,279.4375,61.1875,85.25,525.75,514.125,60.1875,40.0,nan,nan,802.875,692.1875,4.530625,67.1875,7.625,14.875,4132.3125,1553.0625,85.25,525.9375,514.5625,180.8125,148.4375,0.9656250000000002
1937.0,154.875,76.625,76.625,754.375,5372.6875,1485.5625,263.5,62.3125,89.375,527.5,562.25,63.8125,42.125,nan,nan,754.375,648.875,4.266875,69.625,8.75,13.4375,4106.8125,1485.375,89.375,527.3125,562.1875,174.0,146.375,0.9681250000000002
1938.0,152.875,75.4375,75.4375,748.0625,5313.3125,1455.8125,252.875,58.4375,92.1875,539.5,521.5,56.0,40.625,nan,nan,748.0625,643.9375,4.290625,68.125,8.125,13.125,4060.125,1455.625,92.1875,539.3125,521.375,171.4375,152.3125,0.9668750000000003
1939.0,153.875,76.3125,76.3125,742.25,5304.9375,1460.6875,258.6875,57.25,90.3125,530.0625,531.8125,59.8125,43.125,nan,nan,742.25,646.375,4.271875,64.1875,8.3125,15.625,4091.0625,1460.5625,90.3125,529.875,532.375,177.1875,149.5,0.9675
1940.0,154.5,76.75,76.75,723.0,5375.1875,1437.625,256.3125,58.0625,98.1875,517.25,566.0,59.5625,41.625,nan,nan,723.0,629.8125,4.119999999999999,68.4375,8.9375,14.75,4134.0,1437.6875,98.1875,516.5625,566.0,177.0625,146.0625,0.9668750000000002
1941.0,155.5,76.9375,76.9375,698.0,5365.875,1408.1875,247.375,54.1875,83.1875,555.6875,552.4375,55.125,40.375,nan,nan,698.0,599.6875,3.8943749999999993,67.8125,10.25,13.75,4161.375,1408.375,83.1875,555.6875,552.25,173.375,149.625,0.9668750000000002
1942.0,153.0,75.9375,75.9375,624.6875,5232.75,1323.5,217.3125,45.1875,66.9375,524.625,520.8125,60.0625,48.75,nan,nan,624.6875,530.9375,3.4906249999999996,70.5,11.375,12.4375,4114.875,1323.125,66.9375,524.0625,520.875,169.1875,147.6875,0.9668750000000002
1943.0,154.75,76.6875,76.6875,605.875,5294.0,1341.6875,216.6875,47.3125,56.5625,523.3125,534.8125,63.125,56.125,nan,nan,605.875,519.1875,3.3412499999999996,68.4375,12.9375,15.8125,4199.625,1341.625,56.5625,521.9375,535.3125,163.375,154.8125,0.9706250000000003
1944.0,155.25,76.9375,76.9375,647.0625,5354.125,1394.0625,228.3125,50.5,64.625,495.9375,511.5625,57.5,42.375,nan,nan,647.0625,545.75,3.525,70.1875,11.4375,13.9375,4185.0,1394.0625,64.625,495.9375,511.4375,174.3125,150.3125,0.9693750000000001
1945.0,153.75,76.125,76.125,642.875,5277.9375,1373.5625,218.5625,45.5,62.9375,518.4375,503.125,61.125,46.625,nan,nan,642.875,546.625,3.58375,71.25,12.0625,13.625,4121.25,1373.5625,62.9375,518.4375,503.125,167.9375,147.1875,0.9687500000000002
1946.0,155.25,77.0625,77.0625,622.0625,5270.8125,1347.1875,223.6875,48.9375,75.9375,550.0,606.375,55.25,42.5,nan,nan,622.0625,531.875,3.4625,65.75,13.0625,14.1875,4151.8125,1347.1875,75.9375,550.1875,606.375,159.5,150.4375,0.9700000000000002
1947.0,155.375,77.0,77.0,676.6875,5277.25,1375.1875,223.0,50.25,97.8125,576.375,572.625,47.5,41.625,nan,nan,676.6875,594.3125,3.885,60.0625,11.5,18.125,4132.3125,1375.1875,97.8125,576.3125,572.625,139.375,153.8125,0.9712500000000002
1948.0,154.625,76.875,76.875,708.0,5275.6875,1389.625,230.375,52.125,97.1875,602.25,564.5625,50.75,36.0,nan,nan,708.0,627.625,4.12625,56.0625,9.25,19.625,4111.125,1389.4375,97.1875,602.375,564.6875,146.3125,154.3125,0.9718750000000002
1949.0,155.0,77.0,77.0,714.125,5273.75,1385.5,225.125,47.5625,106.5,627.0,559.75,45.625,37.375,nan,nan,714.125,630.0,4.123749999999999,61.1875,11.0625,15.3125,4131.0,1385.5,106.5,627.0,559.75,142.75,168.75,0.9712500000000002
1950.0,154.75,76.875,76.875,750.8125,5301.4375,1409.9375,232.125,49.5625,129.5625,622.1875,597.8125,40.625,28.875,nan,nan,750.8125,665.125,4.3637500000000005,62.375,8.9375,18.0625,4118.625,1409.9375,129.5625,622.1875,597.8125,145.8125,171.3125,0.9700000000000002
1951.0,154.875,77.1875,77.1875,704.25,5316.5625,1386.9375,223.875,44.75,116.4375,578.1875,583.8125,54.125,37.75,nan,nan,704.25,623.0,4.044375,58.625,10.875,17.25,4163.0625,1386.9375,116.4375,578.1875,583.8125,149.5625,170.9375,0.9706250000000002
1952.0,154.875,76.9375,76.9375,646.8125,5262.1875,1329.5,211.75,42.3125,106.3125,548.625,649.625,48.1875,39.25,nan,nan,646.8125,570.5625,3.7043749999999993,59.3125,12.0625,19.125,4162.6875,1329.5,106.3125,548.5625,649.625,141.125,157.875,0.9718750000000003
1953.0,155.0,76.8125,76.8125,714.125,5312.3125,1403.6875,224.5625,46.5625,129.75,543.0625,638.625,41.75,32.5,nan,nan,714.125,633.375,4.13875,54.0,10.5625,21.6875,4130.0625,1403.6875,129.75,543.0625,638.625,140.25,162.6875,0.9706250000000002
1954.0,154.625,77.0,77.0,676.6875,5246.0,1369.25,215.9375,49.3125,121.0625,564.5625,638.4375,43.4375,32.9375,nan,nan,676.6875,598.625,3.90125,52.5,11.0,21.875,4147.875,1369.25,121.0625,564.5625,638.4375,141.875,160.125,0.9712500000000003
1955.0,154.25,76.9375,76.9375,691.8125,5224.375,1350.625,203.1875,43.75,139.0,565.5,676.5,43.375,33.5,nan,nan,691.8125,610.875,3.99875,46.75,11.125,22.25,4126.125,1350.625,139.0,565.5,676.5,138.625,157.3125,0.9718750000000003
1956.0,154.875,77.0,77.0,689.4375,5241.0,1353.3125,208.6875,45.3125,143.375,562.5625,719.1875,44.9375,30.9375,nan,nan,689.4375,608.4375,3.9675000000000007,47.375,8.5625,22.9375,4142.0625,1353.3125,143.375,562.5625,719.1875,140.1875,157.25,0.9712500000000003
1957.0,154.375,76.875,76.875,664.75,5306.625,1366.5625,212.25,42.0,137.625,510.9375,747.75,47.9375,34.875,nan,nan,664.75,594.6875,3.8362499999999997,44.375,9.5625,24.4375,4188.375,1366.5625,137.625,510.9375,747.75,131.125,157.0,0.9737500000000002
1958.0,154.375,76.9375,76.9375,661.125,5239.1875,1351.3125,212.0,40.9375,140.0,507.9375,764.3125,46.3125,32.25,nan,nan,661.125,591.0,3.86,46.4375,9.0625,25.25,4133.4375,1351.3125,140.0,507.9375,764.3125,130.0,162.5,0.9737500000000001
1959.0,154.75,77.125,77.125,678.3125,5268.375,1352.25,217.375,36.9375,140.625,511.5,787.875,53.3125,31.625,nan,nan,678.3125,599.0625,3.9081249999999996,46.375,10.6875,23.6875,4143.0,1352.25,140.625,511.5,787.875,138.6875,147.5,0.9706250000000002
1960.0,154.5,77.0,77.0,666.5,5250.875,1339.625,215.125,41.125,133.0,524.0,801.0625,57.6875,34.1875,nan,nan,666.5,588.5,3.818125,41.625,9.9375,26.875,4162.3125,1339.625,133.0,524.0,801.0625,135.0,150.25,0.9712500000000002
1961.0,158.88888888888889,79.05555555555556,79.05555555555556,719.0,5390.666666666667,1392.5555555555557,220.83333333333334,41.888888888888886,151.66666666666666,549.8333333333334,830.6666666666666,58.111111111111114,33.27777777777778,nan,nan,719.0,632.3888888888889,4.02888888888889,41.388888888888886,9.61111111111111,27.833333333333332,4241.5,1392.5555555555557,151.66666666666666,549.8333333333334,830.6666666666666,147.72222222222223,157.05555555555554,0.9716666666666668
1962.0,162.1,80.9,80.9,723.05,5534.4,1426.05,215.65,42.65,150.05,546.8,878.35,67.4,35.05,nan,nan,723.05,637.1,3.9580000000000006,42.2,9.95,30.9,4349.55,1426.05,150.05,546.8,878.35,145.55,155.15,0.9709999999999999
1963.0,161.9,80.9,80.9,639.0,5490.7,1352.15,204.9,39.55,135.2,479.55,938.65,61.8,38.15,nan,nan,639.0,559.2,3.46,43.25,13.75,29.45,4365.0,1352.15,135.2,479.55,938.65,145.6,143.8,0.9719999999999999
1964.0,162.6,81.0,81.0,656.2,5523.2,1383.45,213.5,38.0,138.1,481.05,960.6,58.8,35.95,nan,nan,656.2,579.3,3.584000000000001,39.85,13.45,33.4,4369.5,1383.45,138.1,481.05,960.6,141.75,146.25,0.9724999999999999
1965.0,162.3,80.95,80.95,647.3,5486.95,1347.6,209.95,39.35,134.4,501.8,964.15,72.45,39.3,nan,nan,647.3,567.1,3.5010000000000012,36.95,12.15,33.9,4376.25,1347.6,134.4,501.8,964.15,141.85,147.1,0.9730000000000001
1966.0,161.5,80.65,80.65,645.0,5473.35,1360.35,206.0,41.0,137.15,466.55,940.25,72.75,46.3,nan,nan,645.0,567.75,3.5220000000000007,36.8,12.3,33.35,4355.55,1360.35,137.15,466.55,940.25,142.8,147.25,0.9719999999999999
1967.0,162.0,80.85,80.85,610.5,5460.25,1323.2,204.1,39.6,114.95,483.25,970.65,68.65,47.0,nan,nan,610.5,535.35,3.3055,39.1,13.7,32.35,4376.7,1323.2,114.95,483.25,970.65,136.35,142.5,0.9725000000000001
1968.0,162.5,80.95,80.95,555.45,5431.1,1285.5,193.45,34.85,99.75,457.8,957.15,75.75,46.55,nan,nan,555.45,484.1,2.9829999999999997,44.85,16.95,29.85,4384.05,1285.5,99.75,457.8,957.15,137.65,141.0,0.9724999999999999
